File,Field Type,Level,Field,Format,Length,Short,Descriptor,Comments,Values
MATCHING-STAT1,,2,FPO-NO,N,7.0,BD,,Purchase Order Number An identifying number assigned to each purchase order.,
MATCHING-STAT1,,2,FSI-MATCH-DATE,N,8.0,BE,,The date that the supplier invoice was matched.,
MATCHING-STAT1,GR,1,FMS-CTR-GRP,,0.0,AB,,Statistics counter fields,
MATCHING-STAT1,,2,FMS-STAT-CTR,P,5.0,CA,,The number of purchase orders with a receiving status of 'E',
MATCHING-STAT1,,2,FMS-NEW-CS-CTR,P,5.0,CB,,The number of new crop supply records.,
MATCHING-STAT1,,2,FMS-NEW-FEED-CTR,P,5.0,CC,,The number of new feed records,
MATCHING-STAT1,,2,FMS-NEW-FOOD-CTR,P,5.0,CD,,The number of new food records,
MATCHING-STAT1,,2,FMS-NEW-HDWE-CTR,P,5.0,CE,,The number of new hardware records.,
MATCHING-STAT1,,2,FMS-MATCH-CS-CTR,P,5.0,CF,,The number of system matched records for Crop Supplies.,
MATCHING-STAT1,,2,FMS-MATCH-FEED-CTR,P,5.0,CG,,The number of system matched Feed records.,
MATCHING-STAT1,,2,FMS-MATCH-FOOD-CTR,P,5.0,CH,,The number of system matched food records.,
MATCHING-STAT1,,2,FMS-MATCH-HDWE-CTR,P,5.0,CI,,The number of system matched Hardware records.,
MATCHING-STAT1,,2,FMS-NEW-STATNRY-CTR,P,5.0,CJ,,The number of new stationary PO matches.,
MATCHING-STAT1,,2,FMS-MATCH-STATNRY-CTR,P,5.0,CK,,THE NUMBER OF SYSTEM GENERATED STATIONERY PO MATCHES.,
MATCHING-STAT1,,2,FMS-NEW-PRODUCE-CTR,P,5.0,CL,,The number of new produce pos on the matching system.,
MATCHING-STAT1,,2,FMS-MATCH-PRODUCE-CTR,P,5.0,CM,,The number of system matched produce records.,
CCRL-CHECK-LIST-HISTORY,,1,GEN-LAST-UPDT-DATE-TIME,T,0.0,AA,,This field is used to hold DATE & TIME for record contention processing.,
CCRL-CHECK-LIST-HISTORY,,1,GEN-LAST-UPDT-USER-ID,A,8.0,AB,,The user-id that made the last change.,
CCRL-CHECK-LIST-HISTORY,GR,1,CCLH-GRP,,0.0,A1,,This group contains fields that are used in the superdescriptor.,
CCRL-CHECK-LIST-HISTORY,,2,CCLH-REC-CD,A,1.0,AC,,The type of record. Valid Types are (H) - Header (T) - Task (S) - Service,
CCRL-CHECK-LIST-HISTORY,,2,CCLM-ID,A,15.0,AF,,This field contains the name of the Maintenance Check List.,
CCRL-CHECK-LIST-HISTORY,,2,CCLM-VER-NO,N,3.0,AE,,This field contains the version number of the Maintenance Check List.,
CCRL-CHECK-LIST-HISTORY,,2,CCLH-DUE-DATE,N,8.0,AD,,The date the Check List is due.,
CCRL-CHECK-LIST-HISTORY,,2,CCLM-TASK-RESPBL-ID,A,10.0,AI,,This field contains who is responsible for a Task.,
CCRL-CHECK-LIST-HISTORY,,1,CCLH-TASK-STAT,A,1.0,AJ,,The status of a Task.,
CCRL-CHECK-LIST-HISTORY,GR,1,CCLH-MASTER-GRP,,0.0,A2,,This group contains check list information.,
CCRL-CHECK-LIST-HISTORY,,2,CCLH-STAT,A,1.0,AQ,,The status of the check list.,
CCRL-CHECK-LIST-HISTORY,,2,CCLH-STAT-DATE,N,8.0,AR,,The date that the status of the check list changed.,
CCRL-CHECK-LIST-HISTORY,,2,CWO-ID,A,7.0,AS,,This field is a combination of CWO-CD and CWO-NO fields.,
CCRL-CHECK-LIST-HISTORY,GR,1,CCLH-TASK-GRP,,0.0,A3,,This group contains task info.,
CCRL-CHECK-LIST-HISTORY,,2,CCLH-TASK-SEQ-NO,N,3.0,AL,,The sequence number of a Task.,
CCRL-CHECK-LIST-HISTORY,,2,CCLH-TASK-CMPLT-DATE,N,8.0,AO,,The date a task was completed.,
CCRL-CHECK-LIST-HISTORY,GR,1,CCLH-SERV-GRP,,0.0,A4,,This group contains Service info pertaining to tasks.,
CCRL-CHECK-LIST-HISTORY,,2,CSV-ID,A,12.0,AM,,Service numbers that are associated with the work orders that the employee assigned time to for the invoice,
CCRL-CHECK-LIST-HISTORY,,2,CCLS-SERV-SEQ-NO,N,3.0,AG,,This field contains the sequence number of the service number.,
CCRL-CHECK-LIST-HISTORY,,2,CCLH-SERV-TASK-SEQ-NO,N,3.0,AH,,The sequence number of the Service number within a Task.,
CCRL-CHECK-LIST-HISTORY,,2,CCLH-SERV-TASK-CMPLT-DATE,N,8.0,AK,,The date that the task associated to a service number was completed.,
CCRL-CHECK-LIST-HISTORY,SP,1,CCLH-REC-ID-VER-DATE,A,27.0,S1,D,This superdescriptor consists of fields: CCLH-REC-CD (A1) CCLM-ID (A15) CCLM-VER-NO (N3) CCLH-DUE-DATE (N8),
CCRL-CHECK-LIST-HISTORY,SP,1,CCLH-RESPBL-STAT-ID-DATE,A,37.0,S2,D,This superdescriptor consists of: CCLM-TASK-RESPBL-ID (A10) CCLH-TASK-STAT (A1) CCLH-DUE-DATE (N8) CCLM-ID (A15) CCLM-VER-NO (N3),
CCRL-CHECK-LIST-HISTORY,SP,1,CCLH-REC-ID-TASK-NO,A,30.0,S3,D,This field consists of: CCLH-REC-CD (A1) CCLM-ID (A15) CCLM-VER-NO (N3) CCLH-TASK-SEQ-NO (N3),
CCRL-CHECK-LIST-HISTORY,SP,1,CCLH-REC-ID-SERV-NO,A,33.0,S4,D,This field consists of: CCLH-REC-CD (A1) CCLM-ID (A15) CCLM-VER-NO (N3) CCLS-SERV-SEQ-NO (N3),
CCRL-CHECK-LIST-HISTORY,SP,1,CCLH-SRV-STAT-ID-DATE,A,39.0,S5,D,This superdescriptor consists of: CSV-ID(A12) CCLH-TASK-STAT(A1) CCLH-DUE-DATE(N8) CCLM-ID(A15) CCLM-VER-NO(N3),
PROJECT,,1,FPJ-NO,N,4.0,AB,D,The project number. The number will be assigned by the system if left blank  or the person may enter a number.  Project numbers from 6000 - 6999 are reserved for Newdev projects.,
PROJECT,,1,FPJ-NAME,A,30.0,AC,,The project name.,
PROJECT,,1,FPJ-AREA-ID,A,6.0,AD,,The area responsible for the project.  Valid values are: - Corp Dist Merch Petr RSS - DBA (K. Springett) - Newdev - Newdv1 (K. Gieni) - Newdv2 (G. Mayer) - Newdv3 (E. Emery) - Newdv4 (C. Ong-Scutchings) - Newdv5 (S. Fuchs) - Newdv6 (S. Carlyon) - Ismgr  (L. Wrubleski),
PROJECT,,1,FPJ-STAT-CD,A,1.0,AE,,The project status. The status  can be: A - active C - complete D - delete,
PROJECT,,1,FPJ-STAT-DATE,N,8.0,AL,,The date the status of the project was changed to the current value.,
PROJECT,,1,FPJ-TASK-CD,A,1.0,AK,,A code which indicates whether this project number can be entered into MADS. Valid values: N - no Y - yes,
PROJECT,,1,FPJ-ANALYST-RESPBL-ID,A,8.0,AJ,,The user-id of the Systems Analyst who is responsible for a new development project.,
PROJECT,,1,FPJ-SUPPORT-PROJ-TYP-CD,A,1.0,AF,,The support project type code:  U - UM support project  R - RM support project  S - US project For New Development  point of sale  and information center projects  the following values are valid: I - Internal B - Budgeted N - Unbudgeted,
PROJECT,PE,1,FPJ-CHRG-TBL,,0.0,AG,,The charge function code.,
PROJECT,,2,FPJ-CHRG-PCNT-NO,N,3.0,AI,,The chargeout percentage for the corresponding charge function.  Each charge function entered requires a percentage amount.  The total percentage must equal 100.,
PROJECT,,2,FCGC-CHRG-FUNCN-CD,A,4.0,AH,,The charge-out function. This code is used in the charge-out system.,
PROJECT,,1,GEN-LAST-UPDT-DATE-TIME,T,0.0,AA,,This field is used to hold DATE & TIME for record contention processing.,
PROJECT,SP,1,FPJ-AREA-PROJ-NO-STAT,A,11.0,S1,D,Consists of area  project number and status.,
MAIL-BULLETINS,,1,FMB-NO,N,3.0,AA,D,A number assigned by mailing to identify the particular bulletin or mailing list.,
MAIL-BULLETINS,,1,FMB-NAME,A,35.0,AB,,The name or description of the bulletin.,
MAIL-BULLETINS,,1,FMB-OWN-NAME,A,20.0,AC,,The name of the owner of the bulletin or mainling list.,
MAIL-BULLETINS,,1,FMB-COLOR-ID,A,10.0,AD,,The color of paper required for the printing of the bulletin.,
MAIL-BULLETINS,MU,1,FMB-INFO,A,35.0,AE,,Any special instructions required for the distribution of the bulletin.,
MAIL-BULLETINS,GR,1,FMB-WKLY-MAIL-GRP,,0.0,AF,,CONTAINS THE FMB-TAB-CTRL-ID AND FMB-COLOR-CTRL-ID FOR weekly mail filing in bins.,
MAIL-BULLETINS,,2,FMB-TAB-CTRL-ID,A,1.0,AG,,The tab number on the weekly mail bins that the bulletin is associated with.,
MAIL-BULLETINS,,2,FMB-COLOR-CTRL-ID,A,10.0,AH,,The color on the particular tab on the mail bins that the bulletin is associated with.,
PET-MONTHLY-NETBACK-TBL,PE,1,FPST-NETBACK-TBL,,0.0,TJ,,This table contains the petr netback amounts per date for gas and diesel,
PET-MONTHLY-NETBACK-TBL,,2,FPST-NETBACK-STR-DATE,N,8.0,DY,,THE DATE THE NETBACK AMOUNT BECAME APPLICABLE,
PET-MONTHLY-NETBACK-TBL,,2,FPST-NETBACK-GAS-RATE,PS,6.05,DZ,,THE NETBACK AMOUNT APPLICABLE TO GAS FOR THE GIVEN DATE.,
PET-MONTHLY-NETBACK-TBL,,2,FPST-NETBACK-DIE-RATE,PS,6.05,EI,,THE APPLICABLE NETBACK RATE FOR DIESEL FOR THE GIVEN STARTING DATE.,
PCC-DISCOUNT,GR,1,FCD-GRP,,0.0,GA,,Item data group.,
PCC-DISCOUNT,,2,FCC-CUST-NO,N,6.0,AA,,The petroleum credit card customer number.,
PCC-DISCOUNT,,2,FCC-CUST-LOC-NO,N,3.0,AB,,The petroleum credit card customer location.,
PCC-DISCOUNT,,2,FPM-ITEM-NO,N,6.0,AC,,The petroleum item number,
PCC-DISCOUNT,GR,1,FCD-DATE-GRP,,0.0,GB,,Discount date group.,
PCC-DISCOUNT,,2,FCD-STR1-DATE,N,8.0,AD,,The start date for the first petroleum discount.,
PCC-DISCOUNT,,2,FCD-STR2-DATE,N,8.0,AE,,The start date for the second petroleum discount.,
PCC-DISCOUNT,,2,FCD-STR3-DATE,N,8.0,AF,,The start date for the third petroleum discount.,
PCC-DISCOUNT,,2,FCD-STR4-DATE,N,8.0,AG,,The start date for the fourth petroleum discount.,
PCC-DISCOUNT,PE,1,FCD-PROV1-TBL,,0.0,PA,,Province group 1,
PCC-DISCOUNT,,2,FCD-DISC1-CD,A,1.0,AH,,A code indicating the type of discount to be applied.,
PCC-DISCOUNT,,2,FCD-DISC1-RATE,P,3.04,AI,,The discount rate,
PCC-DISCOUNT,PE,1,FCD-PROV2-TBL,,0.0,PB,,Province group 2,
PCC-DISCOUNT,,2,FCD-DISC2-CD,A,1.0,AJ,,A code indicating the type of discount to be applied.,
PCC-DISCOUNT,,2,FCD-DISC2-RATE,P,3.04,AK,,The discount rate,
PCC-DISCOUNT,PE,1,FCD-PROV3-TBL,,0.0,PC,,Province group 3,
PCC-DISCOUNT,,2,FCD-DISC3-CD,A,1.0,AL,,A code indicating the type of discount to be applied.,
PCC-DISCOUNT,,2,FCD-DISC3-RATE,P,3.04,AM,,The discount rate,
PCC-DISCOUNT,PE,1,FCD-PROV4-TBL,,0.0,PD,,Province group 4,
PCC-DISCOUNT,,2,FCD-DISC4-CD,A,1.0,AN,,A code indicating the type of discount to be applied.,
PCC-DISCOUNT,,2,FCD-DISC4-RATE,P,3.04,AO,,The discount rate,
PCC-DISCOUNT,SP,1,FCD-CUSTID-ITEM,B,15.0,S1,D,Superdescriptor consisting of Customer Number (FCC-CUST-NO) Customer Location (FCC-LOC-NO) Petroleum Item no (FPM-ITEM-NO,
REQUEST,,1,GEN-LAST-UPDT-DATE-TIME,T,0.0,AZ,,This field is used to hold DATE & TIME for record contention processing. *,
REQUEST,,1,FRQ-NO,N,6.0,AB,D,The number assigned to a request by the system.,
REQUEST,,1,FRQ-NAME,A,30.0,AL,,The heading/title of the request.,
REQUEST,,1,FRQ-STAT,A,1.0,AC,,The status of the request. H - Hold O - Outstanding S - Working on P - Production C - Completed D - Deleted,
REQUEST,,1,FRQ-DATE,N,8.0,AG,,The date this request was keyed into the Request file.,
REQUEST,,1,FST-SUPPORT-AREA-ID,A,6.0,AE,,The support area that will work on the request.,
REQUEST,,1,FRQ-USER-ID,A,8.0,AF,,The user-id of the person who made the request.,
REQUEST,,1,FRQ-USER-NAME,A,35.0,AH,,The user who made the request.,
REQUEST,,1,FRQ-PRTY-CD,A,1.0,AI,,The priority of the request. Valid values are: H - High M - Medium L - Low,
REQUEST,,1,FRQ-PRTY-NO,N,2.0,CA,,Used to further rank requests having the same priority. Values are 0-99. ex. H1-99 > M1-99 > L1-99 etc.,
REQUEST,,1,FRQ-USER-APPRV-CD,A,1.0,AA,,A code indicating a request is either waiting for approval or is approved/not approved. Valid values: W - waiting approval Y - request approved N - request not approved When a non-authorized person enters a request  it must be approved by an authorized person.  An email will be sent  to the authorized person advising the request is waiting approval.  Once approved  the I.S. area responsible will be emailed.,
REQUEST,,1,FRQ-APPRV-USER-ID,A,8.0,AU,,The user-id of the person who approves the request to be worked on.,
REQUEST,,1,FCST-RESPBL-USER-ID,A,8.0,AX,,The user-id of the person who is responsible for the request (the person who approves the request).,
REQUEST,,1,FRQ-USER-SIGN-OFF-CD,A,1.0,AD,D,A code set by I.S. which indicates the requestor needs to sign off  or set when an emergency request has been created. Valid values: E - emergency request waiting  sign off W - request waiting sign off Y - request is signed off A request can not be placed in  a completed status until it has been signed off by the person who made the request.,
REQUEST,MU,1,FRQ-PRGMR-ASSIGN-ID,A,8.0,AJ,,The programmer/analyst assigned to do the request.,
REQUEST,,1,FPJ-NO,N,4.0,AK,,The project number. The number will be assigned by the system if left blank  or the person may enter a number.  Project numbers from 6000 - 6999 are reserved for Newdev projects.,
REQUEST,,1,FRQ-ORIG-AREA-ID,A,6.0,AM,,The area that the original request was sent to.,
REQUEST,,1,FRQ-SEQ-NO,N,4.02,AN,,The sequence the requests will be worked on.,
REQUEST,,1,FRQ-SUPPORT-PROJ-TYP-CD,A,1.0,BE,,The support project type code.  Valid values:  U - UM support project  R - RM support project  S - US project  blank - other For New Development  Point of Sale  and Information Center projects  the following values  are valid: I - Internal B - Budgeted N - Unbudgeted,
REQUEST,PE,1,FRQ-CHRG-TBL,,0.0,BB,,A periodic group which consists of charge function code and charge percentage number.,
REQUEST,,2,FRQ-CHRG-PCNT-NO,N,3.0,BD,,The percentage charged for the corresponding chargeout function.  Each chargeout function requires a percentage amount  and the total percent must equal 100.,
REQUEST,,2,FCGC-CHRG-FUNCN-CD,A,4.0,BC,,The charge-out function. This code is used in the charge-out system.,
REQUEST,,1,FRQ-JOB-NO,N,6.0,BF,D,The job number as entered in MADS.,
REQUEST,,1,FRQ-PA-ACT-HRS,N,5.02,BG,,The number of hours a programmer spends on a request  as entered in MADS.,
REQUEST,,1,FRQ-SA-ACT-HRS,N,5.02,BO,,The number of hours a systems analyst spends on a request as entered in MADS.,
REQUEST,PE,1,FRQ-STAT-HIST-TBL,,0.0,BZ,,History status  user name  user id  date  time.,
REQUEST,,2,FRQ-HIST-STAT,A,2.0,AO,,The status of the request. These are found in an array as a request will undergo several stages. Please see extended description for valid values.,
REQUEST,,2,FRQ-HIST-USER-NAME,A,35.0,AP,,The name of the person making the change to the request.,
REQUEST,,2,FRQ-HIST-USER-ID,A,8.0,AQ,,The user id.,
REQUEST,,2,FRQ-HIST-DATE,N,8.0,AR,,The date a change was made.,
REQUEST,,2,FRQ-HIST-TIME,N,6.0,AS,,The time of the change.,
REQUEST,,1,FRQ-DOC-SENT-CD,A,1.0,AT,,A code that indicates whether documentation was sent for this request. Valid values are: Y - Yes ' ' - blank  no documentation sent,
REQUEST,,1,FRQ-CMPLT-DATE,N,8.0,AV,,The date the request was completed.,
REQUEST,,1,FRQ-EMRGNCY-CD,A,1.0,AW,,A code indicating an emergency request. Valid values are: Y - yes  emergency request,
REQUEST,,1,FRQ-CONF-CD,A,1.0,BA,,A code which indicates that a request is confidential. Valid values: Y - yes  request is confidential ' ' - blank  not confidential  anyone can look at the request. If a request is confidential  only the requestor  the authorized user  and I.S. persons in the requested area can look at the request.,
REQUEST,,1,FRQ-DELT-DATE,N,8.0,AY,,The date the request was deleted.,
REQUEST,,1,FRQ-ORIG-RQST-NO,N,6.0,BH,,The original request number that resulted in this request being created.  This may be a fix to a problem caused by the original request or a requested change needed to the original request.,
REQUEST,,1,FRQ-FILE-NO,N,4.0,BI,,The file number associated with the request.,
REQUEST,,1,FRQ-FILE-DATE-NO,N,6.0,BN,,The year and quarter the request was completed.  This field is optional.,
REQUEST,,1,FRQ-SCOPE-CD,A,1.0,BK,,This code indicates if this request is a change of scope to the new development project Valid values: y - yes  request is a     scope change blank - request is not a     scope change,
REQUEST,,1,FRQ-EST-MIN-AMT,PS,6.0,BL,,The minimum estimated amount this request will take to complete.,
REQUEST,,1,FRQ-EST-MAX-AMT,PS,6.0,BM,,The maximum estimated amount this request will take to complete.,
REQUEST,,1,FRQ-ADD-DAY-NO,N,3.01,BJ,,The number of days the project will be extended by the scope change.,
REQUEST,SP,1,FRQ-AREA-SEQ-STAT,A,13.0,S1,D,Consists of area  status  and sequence number.,
REQUEST,SP,1,FRQ-AREA-STAT-DATE,A,15.0,S2,D,Consists of area  request status  and request date.,
REQUEST,SP,1,FRQ-AREA-CMPLT-DATE,A,14.0,S3,D,Consists of area and completed date.,
REQUEST,SP,1,FRQ-AREA-DELT-DATE,A,14.0,S4,D,Consists of area and deleted date.,
REQUEST,SP,1,FRQ-AREA-USER-SIGN-OFF,A,7.0,S5,D,Consists of area and waiting user sign off code.,
REQUEST,SP,1,FRQ-USER-STAT-DATE,A,17.0,S6,D,Consists of user id  status  and request date.,
REQUEST,SP,1,FRQ-USER-SEQ-STAT,A,15.0,S7,D,Consists of user id  sequence number  and request status.,
REQUEST,SP,1,FRQ-USER-CMPLT-DATE,A,16.0,S8,D,Consists of user id and completed date.,
REQUEST,SP,1,FRQ-USER-DELT-DATE,A,16.0,S9,D,Consists of user id and deleted date.,
REQUEST,SP,1,FRQ-USER-SIGN-OFF,A,9.0,SA,D,Consists of user id and user sign off code.,
REQUEST,SP,1,FRQ-PRGRMR-CMPLT-DATE,A,16.0,SB,D,Consists of the user id of the programmer or analyst who completed the request and the completed date.,
REQUEST,SP,1,FRQ-PRGRMR-SEQ-STAT,A,15.0,SI,D,A super which consists of frq-prgmr-assign-id  frq-seq-no  and frq-stat.,
REQUEST,SP,1,FRQ-PROJ-NO-DATE,B,12.0,SC,D,Consists of the project number  and the request date.,
REQUEST,SP,1,FRQ-RESPBL-STAT-DATE,A,17.0,SD,D,Consists of the user id of the person responsible for the request  the status of the request  and the date the request was keyed into the request file.,
REQUEST,SP,1,FRQ-RESPBL-SEQ-STAT,A,15.0,SE,D,Consists of the user id of the person who is responsible for the request  the sequence number  and the status of the request.,
REQUEST,SP,1,FRQ-RESPBL-CMPLT-DATE,A,16.0,SF,D,Consists of the user id of the person who is responsible for the request and the date the request has been completed.,
REQUEST,SP,1,FRQ-RESPBL-DELT-DATE,A,16.0,SG,D,Consists of the user id of the person responsible for the request and the date the request was deleted.,
REQUEST,SP,1,FRQ-APPRV-USER-CD,A,9.0,SH,D,Consists of the user id of the person who approved the request and the approval code.,
RETAIL-AR-INVOICES,,1,RAI-NO,N,10.0,AA,,A number used to identify the AR invoice print image on the RETAIL-AR-INVOICES file.,
RETAIL-AR-INVOICES,,1,RAI-PG-NO,N,5.0,AB,,The invoice page number. Each RETAIL-AR-INVOICE record represents one physical page.,
RETAIL-AR-INVOICES,,1,RAI-PG-SEQ-NO,N,1.0,AC,,A number indicating the position within the page  the invoice print lines are to appear. * For invoice pages that can fit on one ADABAS record  the page sequence number is zero. * For invoice pages that cannot fit on one ADABAS record  the page is broken up and each portion of the page assigned a sequence number  with the last portion assigned a sequence number of 9.,
RETAIL-AR-INVOICES,MU,1,RAI-INFO,A,251.0,AE,,Contains one invoice line.,
RETAIL-AR-INVOICES,SP,1,RAI-NO-PAGE-NO,B,16.0,S1,D,A superdescriptor containing RAI-NO RAI-PG-NO RAI-PG-SEQ-NO,
DRCR-PRT-RQST,,1,FUT-TRX-ID,A,8.0,AA,D,Transaction identification used by an application. Assigned values to-date: IMFPOS   - Item/price upload PROMSCAN - TGP prom scan upd TCIUPLD  - Promotion records  to send to TCI. POSNEW   - New food direct  item for FCL upload wait 1  work day before send out. PROMUPLD - FCL Prom Upload rec UPLDPRC  - Items that are to  have retail selling prices  uploaded to particular retail,
DRCR-PRT-RQST,,1,FUT-TRX-DATE,N,8.0,DK,,(yyyymmdd) date the transact- ion record was entered into the file.,
DRCR-PRT-RQST,,1,FUT-TRX-TIME,N,7.0,DL,,(hhmmsst) time the transact- ion record was entered into the file.,
DRCR-PRT-RQST,,1,FUT-TRX-USER-ID,A,8.0,DM,,the user id which entered the transaction record into the file.,
DRCR-PRT-RQST,GR,1,FUT-DRCR-PRT-GRP,,0.0,QA,,The debit and credit memo print group.,
DRCR-PRT-RQST,,2,FUT-USER-NAME,A,35.0,QB,,The user name from the natural security file.,
DRCR-PRT-RQST,,2,FUT-FLOOR-NO,N,2.0,QC,,The FCL floor number.,
DRCR-PRT-RQST,,2,FUT-INVC-NO,N,9.0,QD,,The FCL Debit/Credit memo number.,
DRCR-PRT-RQST,,2,FUT-PRT-CD,A,1.0,QE,,Enter a Y should you desire a hardcopy of your reprinted invoice(s).,
DRCR-PRT-RQST,,2,FUT-INVC-DATE,N,8.0,QF,,The FCL debit and credit memo incoice date (YYYYMM).,
DRCR-PRT-RQST,,2,FUT-FORM-CD,A,1.0,QG,,Indicates if the output is to be printed on actual forms or standard forms. N - Std Y - Forms,
DRCR-PRT-RQST,,2,FUT-FILE-NO,N,7.0,QH,,The file number specified for batch reprints.,
DRCR-PRT-RQST,,2,FUT-TGP-PRT-CD,A,1.0,QI,,A code for the different TGP printer locations: A : rmt 137 - accounting B : rmt 127 - buying W : rmt 122 - warehouse,
DRCR-PRT-RQST,,1,FUT-USER-DEST-ID,A,8.0,QJ,,Printer destination or the userid of the requester. This is shown by the field FUT-USER-DEST-CD.,
DRCR-PRT-RQST,,1,FGI-NO,N,13.0,QK,,A general ledger number identifying the type of posting that has been made to the general ledger. Valid values are determined based on the GL numbers on the GLI file.,
